id,sentence,label
2294,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",positive
2295,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",positive
2296,Three of the most visually appealing movies i've ever seen.  ,positive
2297,And his subtle connections between the three films are awesome.  ,positive
2298,"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",positive
2299,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",positive
2300,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",positive
2301,10 out of 10 for both the movie and trilogy.  ,positive
2302,I literally vomited while watching this film.  ,negative
2303,I think i was one of the people who found this another one of roth's pearls.  ,positive
2304,"his performance, as awarded, was stunning.  ",positive
2305,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",positive
2306,In a most wonderful location lies a story of contrast.  ,positive
2307,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,positive
2308,I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,negative
2309,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",negative
2310,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",negative
2311,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",negative
2312,This is such a fun and funny movie.  ,positive
2313,Highly entertaining at all angles.  ,positive
2314,"It features an outlandish array of memorable, psychotic but lovable nuts.  ",positive
2315,"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",positive
2316,It even has its sweet moments.  ,positive
2317,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,positive
2318,All the characters in this film are tremendously well played.  ,positive
2319,And I really did find them funny.  ,positive
2320,This is actually a very smart movie.  ,positive
2321,There is a brilliant twist ending.  ,positive
2322,""" I love it.  ",positive
2323,"The ending is so, SO perfect... you'll shed a tear.  ",positive
2324,I am so thrilled after seeing a movie like this.  ,positive
2325,I will never forget it now.  ,positive
2326,It is not just a cult... it is a cult CLASSIC.  ,positive
2327,Which has more depth and character than the man underneath it.  ,negative
2328,The Malta settings are as dry and as barren as the dialogue.  ,negative
2329,This movie is terrible.  ,negative
2330,"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",negative
2331,"For those that haven't seen it, don't waste your time!  ",negative
2332,To call this movie a drama is ridiculous!  ,negative
2333,Started watching this but didn't believe in any of the characters.  ,negative
2334,In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,negative
2335,It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,negative
2336,The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,negative
2337,By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,negative
2338,Glad I didn't pay to see it.  ,negative
2339,Didn't laugh or even smile once.  ,negative
2340,But it wasn't anything at all just one big yawn...  ,negative
2341,It is a really good show to watch.  ,positive
2342,It is very educational for children 1 to 8 years old.  ,positive
2343,Barney is definitely super DE duper.  ,positive
2344,is pretty funny.  ,positive
2345,Babie Bop is very cute.  ,positive
2346,The kids are very cool too.  ,positive
2347,""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",negative
2348,It's just lame.  ,negative
2349,The guy who said he's had better dialogue with his potted plants has it right.  ,negative
2350,Everything about this movie is stupid.  ,negative
2351,"Even if you love bad movies, do not watch this movie.  ",negative
2352,It is shameful.  ,negative
2353,I would give this television series a 10 plus if i could.  ,positive
2354,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",positive
2355,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,positive
2356,Now you know why I gave it a 10+!  ,positive
2357,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",positive
2358,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,positive
2359,The things that the four kids get themselves into is absolutely hilarious to watch.  ,positive
2360,This is one of the best movies out there that shows such strong sibling bond for each other.  ,positive
2361,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",positive
2362,Everything from acting to cinematography was solid.  ,positive
2363,Definitely worth checking out.  ,positive
2364,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,positive
2365,This movie has a cutting edge to it.  ,positive
2366,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",positive
2367,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",negative
